ISO Code	Language Name	Population Size	Vitality	Digital Support
bcv	Shoo-Minda-Nye	10K to 1M	Stable	Still
bcw	Bana	10K to 1M	Stable	Ascending
bcy	Bacama	10K to 1M	Stable	Ascending
bcz	Bainouk-Gunyaamolo	10K to 1M	Endangered	Still
bda	Bayot	10K to 1M	Endangered	Emerging
bdb	Basap	10K to 1M	Endangered	Still
bdc	Embera Baudó	Less than 10K	Endangered	Emerging
bdd	Bunama	Less than 10K	Stable	Emerging
bde	Bade	10K to 1M	Endangered	Emerging
bdf	Biage	Less than 10K	Stable	Still
bdg	Bonggi	None	Endangered	Emerging
bdh	Baka	10K to 1M	Stable	Ascending
bdi	Burun	10K to 1M	Stable	Still
bdj	Bai	Less than 10K	Endangered	Emerging
bdk	Budukh	Less than 10K	Endangered	Emerging
bdl	Bajau, Indonesian	10K to 1M	Endangered	Still
bdm	Buduma	10K to 1M	Stable	Emerging
bdn	Baldemu	None	Extinct	Emerging
bdo	Morom	Less than 10K	Stable	Emerging
bdp	Bende	10K to 1M	Stable	Emerging
bdq	Bahnar	10K to 1M	Stable	Ascending
bdr	West Coast Bajau	10K to 1M	Endangered	Ascending
bds	Burunge	10K to 1M	Stable	Emerging
bdt	Bhogoto	10K to 1M	Stable	Still
bdu	Oroko	10K to 1M	Stable	Emerging
bdv	Bodo Parja	10K to 1M	Stable	Ascending
bdw	Baham	Less than 10K	Endangered	Still
bdx	Budong-Budong	Less than 10K	Endangered	Still
bdy	Bandjalang	Less than 10K	Endangered	Emerging
bdz	Badeshi	None	Endangered	Still
bea	Beaver	Less than 10K	Endangered	Ascending
beb	Bebele	10K to 1M	Endangered	Emerging
bec	Iceve-Maci	10K to 1M	Stable	Emerging
bed	Bedoanas	Less than 10K	Endangered	Still
bee	Byangsi	Less than 10K	Endangered	Still
bef	Benabena	10K to 1M	Endangered	Emerging
beg	Belait	Less than 10K	Endangered	Still
beh	Biali	10K to 1M	Stable	Ascending
bei	Bakati’	Less than 10K	Endangered	Still
bej	Bedawiyet	1M to 1B	Institutional	Emerging
bek	Bebeli	Less than 10K	Endangered	Still
bel	Belarusian	1M to 1B	Stable	Vital
bem	Bemba	1M to 1B	Institutional	Vital
ben	Bengali	1M to 1B	Institutional	Vital
beo	Bedamuni	Less than 10K	Stable	Emerging
bep	Behoa	Less than 10K	Endangered	Emerging
beq	Beembe	10K to 1M	Stable	Emerging
bes	Besme	Less than 10K	Stable	Emerging
bet	Guiberoua Bété	10K to 1M	Stable	Emerging
beu	Blagar	10K to 1M	Stable	Emerging
bev	Daloa Bété	10K to 1M	Stable	Still
bew	Betawi	1M to 1B	Endangered	Ascending
bex	Jur Modo	10K to 1M	Stable	Ascending
bey	Beli	Less than 10K	Stable	Still
bez	Bena	10K to 1M	Stable	Ascending
bfa	Bari	1M to 1B	Institutional	Ascending
bfb	Pauri Bareli	1M to 1B	Stable	Emerging
bfc	Bai, Panyi	10K to 1M	Endangered	Still
bfd	Bafut	10K to 1M	Stable	Ascending
bfe	Betaf	Less than 10K	Endangered	Still
bff	Bofi	10K to 1M	Stable	Still
bfg	Kayan, Busang	Less than 10K	Endangered	Still
bfh	Blafe	Less than 10K	Stable	Still
bfi	British Sign Language	10K to 1M	Stable	Ascending
bfj	Chufie’	10K to 1M	Stable	Emerging
bfk	Ban Khor Sign Language	Less than 10K	Stable	Still
bfl	Banda-Ndélé	10K to 1M	Stable	Emerging
bfm	Mmen	10K to 1M	Stable	Ascending
bfn	Bunak	10K to 1M	Stable	Ascending
bfo	Malba Birifor	10K to 1M	Stable	Emerging
bfp	Beba	Less than 10K	Endangered	Emerging
bfq	Badaga	10K to 1M	Stable	Ascending
bfr	Bazigar	10K to 1M	Endangered	Still
bfs	Southern Bai	10K to 1M	Stable	Still
bft	Balti	10K to 1M	Stable	Ascending
bfu	Gahri	Less than 10K	Endangered	Emerging
bfw	Bondo	Less than 10K	Endangered	Emerging
bfx	Bantayanon	10K to 1M	Endangered	Emerging
bfy	Bagheli	1M to 1B	Stable	Ascending
bfz	Pahari, Mahasu	1M to 1B	Stable	Ascending
bga	Gwamhi-Wuri	10K to 1M	Endangered	Still
bgb	Bobongko	Less than 10K	Stable	Still
bgc	Haryanvi	1M to 1B	Stable	Ascending
bgd	Rathwi Bareli	10K to 1M	Stable	Emerging
bge	Bauria	10K to 1M	Stable	Still
bgf	Bangandu	Less than 10K	Stable	Emerging
bgg	Bugun	Less than 10K	Endangered	Emerging
bgi	Bagobo-Klata	10K to 1M	Endangered	Emerging
bgj	Mendenkye	10K to 1M	Stable	Emerging
bgk	Bit	Less than 10K	Stable	Still
bgl	Bo	Less than 10K	Endangered	Still
bgn	Western Balochi	1M to 1B	Stable	Ascending
bgo	Baga Koga	None	Endangered	Still
bgp	Eastern Balochi	1M to 1B	Stable	Ascending
bgq	Bagri	1M to 1B	Stable	Ascending
bgr	Bawm Chin	10K to 1M	Stable	Emerging
bgs	Tagabawa	10K to 1M	Stable	Ascending
bgt	Bughotu	Less than 10K	Stable	Emerging
bgu	Mbongno	Less than 10K	Endangered	Emerging
bgv	Warkay-Bipim	Less than 10K	Endangered	Still
bgw	Bhatri	10K to 1M	Institutional	Emerging
bgx	Balkan Gagauz Turkish	10K to 1M	Endangered	Ascending
bgy	Benggoi	Less than 10K	Endangered	Still
bgz	Banggai	10K to 1M	Endangered	Ascending
bha	Bharia	10K to 1M	Stable	Emerging
bhb	Bhili	1M to 1B	Stable	Ascending
bhc	Biga	Less than 10K	Endangered	Still
bhd	Bhadrawahi	10K to 1M	Stable	Emerging
bhe	Bhaya	None	Endangered	Still
bhf	Odiai	Less than 10K	Stable	Still
bhg	Binandere	Less than 10K	Institutional	Emerging
bhh	Bukharic	10K to 1M	Stable	Emerging
bhi	Bhilali	10K to 1M	Stable	Emerging
bhj	Bahing	10K to 1M	Stable	Emerging
bhl	Bimin	Less than 10K	Stable	Emerging
bhm	Bathari	None	Endangered	Still
bhn	Bohtan Neo-Aramaic	Less than 10K	Endangered	Emerging
bho	Bhojpuri	1M to 1B	Institutional	Vital
bhp	Bima	10K to 1M	Stable	Ascending
bhq	Tukang Besi South	10K to 1M	Stable	Emerging
bhr	Bara Malagasy	10K to 1M	Stable	Still
bhs	Buwal	10K to 1M	Stable	Ascending
bht	Bhattiyali	10K to 1M	Stable	Emerging
bhu	Bhunjia	Less than 10K	Endangered	Emerging
bhv	Bahau	10K to 1M	Endangered	Still
bhw	Biak	10K to 1M	Endangered	Emerging
bhx	Bhalay	Less than 10K	Stable	Still
bhy	Bhele	10K to 1M	Stable	Ascending
bhz	Bada	10K to 1M	Stable	Emerging
bia	Badimaya	None	Endangered	Still
bib	Bisa	1M to 1B	Stable	Ascending
bid	Bidiyo	10K to 1M	Stable	Emerging
bie	Bepour	None	Endangered	Still
bif	Biafada	10K to 1M	Endangered	Still
big	Biangai	Less than 10K	Stable	Emerging
bil	Bille	10K to 1M	Endangered	Still
bim	Bimoba	10K to 1M	Endangered	Emerging
bin	Edo	1M to 1B	Institutional	Ascending
bio	Nai	Less than 10K	Stable	Emerging
bip	Bila	10K to 1M	Stable	Emerging
biq	Bipi	Less than 10K	Stable	Emerging
bir	Bisorio	Less than 10K	Endangered	Still
bis	Bislama	10K to 1M	Institutional	Ascending
bit	Berinomo	Less than 10K	Endangered	Still
biu	Biate	10K to 1M	Stable	Ascending
biv	Southern Birifor	10K to 1M	Stable	Ascending
biw	Kol	10K to 1M	Stable	Emerging
bix	Bijori	10K to 1M	Endangered	Still
biy	Birhor	Less than 10K	Stable	Still
biz	Baloi	10K to 1M	Stable	Still
bja	Budja	10K to 1M	Stable	Emerging
bjb	Barngarla	None	Endangered	Still
bjc	Bariji	Less than 10K	Stable	Still
bje	Biao-Jiao Mien	10K to 1M	Endangered	Still
bjf	Barzani-Sandu Jewish Neo-Aramaic	None	Endangered	Emerging
bjg	Bijagó	10K to 1M	Stable	Still
bjh	Bahinemo	Less than 10K	Stable	Emerging
bji	Burji	10K to 1M	Endangered	Emerging
bjj	Kanauji	1M to 1B	Endangered	Ascending
bjk	Barok	Less than 10K	Endangered	Emerging
bjl	Bulu	Less than 10K	Stable	Still
bjm	Bajelani	10K to 1M	Endangered	Still
bjn	Banjar	1M to 1B	Institutional	Ascending
bjo	Banda, Mid-Southern	10K to 1M	Stable	Emerging
bjp	Fanamaket	Less than 10K	Stable	Emerging
bjr	Binumarien	Less than 10K	Stable	Ascending
bjs	Bajan	10K to 1M	Endangered	Emerging
bjt	Balanta-Ganja	10K to 1M	Endangered	Emerging
bju	Busuu	None	Extinct	Emerging
bjv	Bedjond	10K to 1M	Stable	Ascending
bjw	Bakwé	10K to 1M	Stable	Emerging
bjx	Kalinga, Vanaw	Less than 10K	Stable	Still
bjy	Bayali	None	Extinct	Still
bjz	Baruga	Less than 10K	Stable	Emerging
bka	Kyak	10K to 1M	Stable	Still
bkc	Baka	10K to 1M	Stable	Emerging
bkd	Binukid	10K to 1M	Stable	Ascending
bkf	Beeke	Less than 10K	Endangered	Emerging
bkg	Buraka	Less than 10K	Endangered	Emerging
bkh	Bakoko	10K to 1M	Stable	Ascending
bki	Baki	Less than 10K	Endangered	Emerging
bkj	Pande	Less than 10K	Stable	Still
bkk	Brokskat	10K to 1M	Endangered	Still
bkl	Berik	Less than 10K	Endangered	Emerging
bkm	Kom	10K to 1M	Institutional	Ascending
bkn	Bukitan	Less than 10K	Endangered	Still
bko	Nsiteu	Less than 10K	Endangered	Emerging
bkp	Boko	10K to 1M	Stable	Still
bkq	Bakairí	Less than 10K	Endangered	Emerging
bkr	Bakumpai	10K to 1M	Institutional	Still
bks	Sorsoganon, Northern	10K to 1M	Stable	Still
bkt	Boloki	10K to 1M	Stable	Still
bku	Buhid	10K to 1M	Stable	Ascending
bkv	Bekwarra	10K to 1M	Stable	Emerging
bkw	Bekwel	10K to 1M	Stable	Emerging
bkx	Baikeno	10K to 1M	Stable	Emerging
bky	Bokyi	10K to 1M	Stable	Emerging
bkz	Bungku	10K to 1M	Endangered	Emerging
bla	Blackfoot	Less than 10K	Endangered	Ascending
blb	Bilua	10K to 1M	Stable	Emerging
blc	Bella Coola	None	Endangered	Emerging
bld	Bolango	Less than 10K	Endangered	Still
ble	Balanta	10K to 1M	Endangered	Emerging
blf	Buol	10K to 1M	Stable	Emerging
blh	Kuwaa	10K to 1M	Stable	Emerging
bli	Bolia	10K to 1M	Stable	Still
blj	Bulungan	10K to 1M	Endangered	Still
blk	Pa’o	10K to 1M	Stable	Ascending
bll	Biloxi	None	Extinct	Emerging
blm	Beli	10K to 1M	Stable	Emerging
bln	Bikol, Southern Catanduanes	10K to 1M	Stable	Emerging
blo	Anii	10K to 1M	Stable	Ascending
blp	Blablanga	Less than 10K	Endangered	Still
blq	Paluai	Less than 10K	Stable	Still
blr	Blang	10K to 1M	Stable	Ascending
bls	Balaesang	Less than 10K	Endangered	Still
blt	Tai Dam	10K to 1M	Stable	Ascending
blv	Kibala	1M to 1B	Stable	Emerging
blw	Balangao	10K to 1M	Stable	Ascending
blx	Mag-Indi Ayta	10K to 1M	Endangered	Ascending
bly	Notre	Less than 10K	Endangered	Still
blz	Balantak	10K to 1M	Endangered	Ascending
bma	Lame	10K to 1M	Stable	Still
bmb	Bembe	10K to 1M	Stable	Emerging
bmc	Biem	Less than 10K	Stable	Still
bmd	Baga Manduri	Less than 10K	Endangered	Still
bme	Limassa	None	Endangered	Still
bmf	Bom-Kim	None	Endangered	Emerging
bmg	M’we	10K to 1M	Endangered	Still
bmh	Kein	Less than 10K	Endangered	Emerging
bmi	Bagirmi	10K to 1M	Institutional	Emerging
bmj	Bote	10K to 1M	Endangered	Emerging
bmk	Ghayavi	Less than 10K	Stable	Emerging
bml	Bomboli	Less than 10K	Endangered	Still
bmm	Northern Betsimisaraka Malagasy	1M to 1B	Stable	Emerging
bmn	Bina	None	Extinct	Still
bmo	Chrambo	10K to 1M	Stable	Ascending
bmp	Gamane	Less than 10K	Stable	Still
bmq	Bomu	10K to 1M	Stable	Ascending
bmr	Muinane	Less than 10K	Endangered	Emerging
bms	Kanuri, Bilma	10K to 1M	Stable	Emerging
bmt	Biao Mon	10K to 1M	Endangered	Still
bmu	Somba-Siawari	10K to 1M	Stable	Emerging
bmv	Bum	10K to 1M	Stable	Emerging
bmw	Bomwali	Less than 10K	Stable	Emerging
bmx	Baimak	Less than 10K	Stable	Still
bmz	Baramu	Less than 10K	Stable	Still
bna	Bonerate	10K to 1M	Endangered	Still
bnb	Murut, Bookan	None	Endangered	Still
bnd	Banda	Less than 10K	Endangered	Still
bne	Bintauna	Less than 10K	Endangered	Still
bnf	Masiwang	Less than 10K	Endangered	Still
bng	Benga	Less than 10K	Endangered	Emerging
bni	Bangi	10K to 1M	Stable	Emerging
bnj	Bangon	Less than 10K	Endangered	Emerging
bnk	Bierebo	Less than 10K	Stable	Still
bnl	Boon	None	Endangered	Still
bnm	Batanga	10K to 1M	Endangered	Ascending
bnn	Bunun	10K to 1M	Stable	Emerging
bno	Bantoanon	10K to 1M	Stable	Ascending
bnp	Bola	10K to 1M	Endangered	Emerging
bnq	Bantik	Less than 10K	Endangered	Emerging
bnr	Varvi	Less than 10K	Stable	Still
bns	Bundeli	1M to 1B	Stable	Emerging
bnu	Bentong	10K to 1M	Endangered	Still
bnv	Beneraf	Less than 10K	Endangered	Still
bnw	Bisis	Less than 10K	Stable	Still
bnx	Bangubangu	10K to 1M	Stable	Emerging
bny	Vaie	10K to 1M	Endangered	Still
bnz	Beezen	Less than 10K	Endangered	Emerging
boa	Bora	Less than 10K	Endangered	Ascending
bob	Aweer	Less than 10K	Stable	Still
bod	Central Tibetan	1M to 1B	Institutional	Vital
boe	Mundabli	Less than 10K	Endangered	Emerging
bof	Bolon	10K to 1M	Endangered	Emerging
bog	Malian Sign Language	10K to 1M	Stable	Still
boh	Boma	10K to 1M	Stable	Still
boi	Barbareño	None	Endangered	Emerging
boj	Anjam	Less than 10K	Endangered	Emerging
bok	Bonjo	Less than 10K	Endangered	Still
bol	Bole	10K to 1M	Endangered	Emerging
bom	Berom	1M to 1B	Stable	Ascending
bon	Bine	Less than 10K	Stable	Emerging
boo	Bozo, Tiemacèwè	Less than 10K	Stable	Emerging
bop	Bonkiman	Less than 10K	Endangered	Still
boq	Bogaya	Less than 10K	Endangered	Still
bor	Borôro	Less than 10K	Endangered	Emerging
bos	Bosnian	1M to 1B	Institutional	Vital
bot	Bongo	10K to 1M	Stable	Ascending
bou	Bondei	10K to 1M	Endangered	Emerging
bov	Tuwuli	10K to 1M	Stable	Emerging
bow	Rema	None	Endangered	Still
box	Buamu	10K to 1M	Stable	Ascending
boy	Bodo	None	Endangered	Ascending
boz	Tieyaxo Bozo	10K to 1M	Stable	Ascending
bpa	Daakaka	Less than 10K	Stable	Emerging
bpc	Mbuk	Less than 10K	Stable	Still
bpd	Banda-Banda	10K to 1M	Stable	Emerging
bpe	Bauni	Less than 10K	Stable	Still
bpg	Bonggo	Less than 10K	Endangered	Still
bph	Botlikh	Less than 10K	Endangered	Emerging
bpi	Bagupi	None	Endangered	Still
bpj	Bindji	10K to 1M	Stable	Still
bpk	Orowe	Less than 10K	Endangered	Still
bpl	Broome Pearling Lugger Pidgin	None	Endangered	Emerging
bpm	Biyom	Less than 10K	Endangered	Still
bpn	Dzao Min	10K to 1M	Stable	Still
bpo	Anasi	Less than 10K	Endangered	Still
bpp	Kaure	Less than 10K	Endangered	Still
bpq	Malay, Banda	10K to 1M	Endangered	Emerging
bpr	Koronadal Blaan	10K to 1M	Stable	Ascending
bps	Sarangani Blaan	10K to 1M	Stable	Ascending
bpt	Barrow Point	None	Extinct	Still
bpu	Bongu	Less than 10K	Endangered	Still
bpv	Marind, Bian	Less than 10K	Endangered	Still
bpw	Bo	Less than 10K	Endangered	Still
bpx	Bareli, Palya	10K to 1M	Stable	Emerging
bpy	Bishnupuriya	10K to 1M	Stable	Ascending
bpz	Bilba	Less than 10K	Stable	Still
bqa	Tchumbuli	Less than 10K	Endangered	Still
bqb	Bagusa	Less than 10K	Endangered	Still
bqc	Boko	10K to 1M	Stable	Ascending
bqd	Bung	None	Extinct	Emerging
bqf	Baga Kaloum	None	Extinct	Still
bqg	Bago-Kusuntu	10K to 1M	Stable	Emerging
bqh	Baima	10K to 1M	Endangered	Still
bqi	Bakhtiâri	1M to 1B	Stable	Ascending
bqj	Bandial	10K to 1M	Endangered	Ascending
bqk	Banda-Mbrès	10K to 1M	Stable	Emerging
bql	Karian	None	Endangered	Still
bqm	Wumboko	Less than 10K	Endangered	Emerging
bqn	Bulgarian Sign Language	10K to 1M	Stable	Emerging
bqo	Balo	Less than 10K	Endangered	Emerging
bqp	Bisã	10K to 1M	Stable	Ascending
bqq	Biritai	Less than 10K	Endangered	Still
bqr	Burusu	Less than 10K	Endangered	Still
bqs	Bosmun	Less than 10K	Endangered	Still
bqt	Mankong	10K to 1M	Stable	Emerging
bqu	Boguru	None	Endangered	Emerging
bqv	Koro Wachi	10K to 1M	Endangered	Emerging
bqw	Buru	Less than 10K	Endangered	Still
bqx	Baangi	10K to 1M	Endangered	Still
bqy	Kata Kolok	Less than 10K	Stable	Still
bqz	Bakaka	10K to 1M	Endangered	Emerging
bra	Braj Bhasha	1M to 1B	Stable	Ascending
brb	Brao	10K to 1M	Stable	Ascending
brc	Berbice Dutch Creole	None	Extinct	Emerging
brd	Baram	Less than 10K	Endangered	Emerging
bre	Breton	10K to 1M	Endangered	Vital
brf	Bira	10K to 1M	Endangered	Emerging
brg	Baure	None	Endangered	Emerging
brh	Brahui	1M to 1B	Stable	Ascending
bri	Mokpwe	10K to 1M	Endangered	Ascending
brj	Bieria	Less than 10K	Endangered	Still
brk	Birked	None	Extinct	Still
brl	Birwa	10K to 1M	Stable	Still
brm	Barambu	10K to 1M	Stable	Emerging
brn	Boruca	None	Endangered	Still
bro	Brokkat	Less than 10K	Endangered	Still
brp	Barapasi	Less than 10K	Endangered	Still
brq	Breri	Less than 10K	Stable	Still
brr	Birao	10K to 1M	Stable	Still
brs	Baras	None	Endangered	Still
brt	Bitare	10K to 1M	Stable	Emerging
bru	Eastern Bru	10K to 1M	Stable	Ascending
brv	Western Bru	10K to 1M	Stable	Emerging
brw	Bellari	Less than 10K	Endangered	Still
brx	Boro	1M to 1B	Institutional	Ascending
bry	Burui	Less than 10K	Endangered	Still
brz	Bilbil	Less than 10K	Endangered	Emerging
bsa	Abinomn	Less than 10K	Stable	Still
bsb	Bisaya, Brunei	10K to 1M	Stable	Emerging
bsc	Oniyan	10K to 1M	Stable	Ascending
bse	Wushi	10K to 1M	Stable	Emerging
bsf	Bauchi	10K to 1M	Endangered	Still
bsg	Bashkardi	Less than 10K	Endangered	Still
bsh	Kateviri	10K to 1M	Stable	Emerging
bsi	Bassossi	Less than 10K	Stable	Emerging
bsj	Bangwinji	Less than 10K	Stable	Emerging
bsk	Burushaski	10K to 1M	Stable	Ascending
bsl	Basa-Gumna	None	Extinct	Still
bsm	Busami	Less than 10K	Endangered	Still
bsn	Barasana-Eduria	Less than 10K	Stable	Emerging
bso	Buso	None	Endangered	Emerging
bsp	Baga Sitemu	10K to 1M	Stable	Emerging
bsq	Bassa	10K to 1M	Stable	Ascending
bsr	Bassa-Kontagora	None	Endangered	Still
bss	Akoose	10K to 1M	Stable	Ascending
bst	Basketo	10K to 1M	Institutional	Emerging
bsu	Bahonsuai	Less than 10K	Endangered	Still
bsv	Baga Sobané	None	Extinct	Still
bsw	Baiso	Less than 10K	Stable	Still
bsx	Yangkam	Less than 10K	Endangered	Still
bsy	Bisaya, Sabah	None	Endangered	Still
bta	Bata	10K to 1M	Stable	Emerging
btc	Bati	Less than 10K	Endangered	Emerging
btd	Batak Dairi	10K to 1M	Endangered	Ascending
bte	Gamo-Ningi	None	Endangered	Still
btf	Birgit	10K to 1M	Stable	Emerging
btg	Gagnoa Bété	10K to 1M	Stable	Emerging
bth	Biatah Bidayuh	10K to 1M	Endangered	Emerging
bti	Burate	Less than 10K	Endangered	Still
btj	Malay, Bacanese	None	Endangered	Still
btm	Batak Mandailing	10K to 1M	Endangered	Ascending
btn	Ratagnon	Less than 10K	Endangered	Still
bto	Bikol, Rinconada	10K to 1M	Stable	Ascending
btp	Budibud	Less than 10K	Endangered	Still
btq	Batek	Less than 10K	Endangered	Still
btr	Baetora	Less than 10K	Stable	Still
bts	Batak Simalungun	10K to 1M	Stable	Ascending
btt	Bete-Bendi	10K to 1M	Stable	Emerging
btu	Batu	10K to 1M	Stable	Still
btv	Bateri	10K to 1M	Stable	Still
btw	Butuanon	10K to 1M	Endangered	Emerging
btx	Batak Karo	10K to 1M	Endangered	Ascending
bty	Bobot	Less than 10K	Endangered	Still
btz	Batak Alas-Kluet	10K to 1M	Stable	Ascending
bub	Bua	Less than 10K	Stable	Emerging
buc	Bushi	10K to 1M	Endangered	Emerging
bud	Ntcham	10K to 1M	Stable	Ascending
bue	Beothuk	None	Extinct	Still
buf	Bushoong	10K to 1M	Stable	Emerging
bug	Bugis	1M to 1B	Institutional	Ascending
buh	Bunu, Younuo	Less than 10K	Endangered	Still
bui	Bongili	10K to 1M	Stable	Still
buj	Basa-Gurmana	Less than 10K	Endangered	Still
buk	Bugawac	10K to 1M	Stable	Emerging
bul	Bulgarian	1M to 1B	Institutional	Vital
bum	Bulu	1M to 1B	Institutional	Ascending
bun	Sherbro	10K to 1M	Stable	Emerging
buo	Terei	10K to 1M	Stable	Emerging
bup	Busoa	Less than 10K	Endangered	Still
buq	Brem	Less than 10K	Endangered	Still
bus	Bokobaru	10K to 1M	Stable	Ascending
but	Bungain	Less than 10K	Endangered	Still
buu	Budu	10K to 1M	Stable	Ascending
buv	Bun	Less than 10K	Stable	Still
buw	Bubi	Less than 10K	Endangered	Still
bux	Boghom	10K to 1M	Stable	Emerging
buy	Bullom So	Less than 10K	Endangered	Emerging
buz	Bukwen	Less than 10K	Endangered	Still
bva	Barein	Less than 10K	Stable	Emerging
bvb	Bube	10K to 1M	Endangered	Emerging
bvc	Baelelea	10K to 1M	Stable	Still
bvd	Baeggu	10K to 1M	Stable	Emerging
bve	Malay, Berau	10K to 1M	Endangered	Still
bvf	Boor	Less than 10K	Stable	Emerging
bvg	Bonkeng	Less than 10K	Endangered	Emerging
bvh	Bure	None	Endangered	Still
bvi	Belanda Viri	10K to 1M	Stable	Emerging
bvj	Baan	Less than 10K	Stable	Still
bvk	Bukat	Less than 10K	Endangered	Still
bvl	Bolivian Sign Language	10K to 1M	Stable	Emerging
bvm	Ngiemekohke	10K to 1M	Stable	Emerging
bvn	Buna	Less than 10K	Stable	Still
bvo	Bolgo	Less than 10K	Stable	Emerging
bvp	Bumang	Less than 10K	Endangered	Still
bvq	Birri	Less than 10K	Endangered	Still
bvr	Burarra	Less than 10K	Stable	Ascending
bvt	Bati	Less than 10K	Endangered	Still
bvu	Malay, Bukit	Less than 10K	Endangered	Still
bvv	Baniva	None	Extinct	Still
bvw	Boga	10K to 1M	Stable	Still
bvx	Dibole	Less than 10K	Stable	Still
bvy	Baybayanon	10K to 1M	Stable	Emerging
bvz	Bauzi	Less than 10K	Stable	Still
bwa	Bwatoo	Less than 10K	Endangered	Still
bwb	Namosi-Naitasiri-Serua	Less than 10K	Stable	Emerging
bwc	Bwile	10K to 1M	Stable	Still
bwd	Bwaidoka	Less than 10K	Stable	Emerging
bwe	Karen, Bwe	10K to 1M	Stable	Emerging
bwf	Boselewa	Less than 10K	Stable	Still
bwg	Barwe	10K to 1M	Endangered	Still
bwh	Bishuo	None	Extinct	Emerging
bwi	Baniwa	Less than 10K	Endangered	Emerging
bwj	Láá Láá Bwamu	10K to 1M	Stable	Ascending
bwk	Bauwaki	Less than 10K	Stable	Still
bwl	Bwela	Less than 10K	Stable	Emerging
bwm	Biwat	Less than 10K	Stable	Still
bwn	Bunu, Wunai	10K to 1M	Endangered	Still
bwo	Borna	10K to 1M	Endangered	Emerging
bwp	Mandobo Bawah	10K to 1M	Endangered	Still
bwq	Southern Bobo Madaré	10K to 1M	Stable	Emerging
bwr	Bura-Pabir	10K to 1M	Endangered	Ascending
bws	Bomboma	10K to 1M	Endangered	Still
bwt	Bafaw-Balong	Less than 10K	Stable	Emerging
bwu	Buli	10K to 1M	Stable	Emerging
bww	Bwa	10K to 1M	Stable	Emerging
bwx	Bunu, Bu-Nao	10K to 1M	Endangered	Emerging
bwy	Bwamu, Cwi	10K to 1M	Stable	Emerging
bwz	Bwisi	10K to 1M	Stable	Emerging
bxa	Bauro	Less than 10K	Stable	Emerging
bxb	Belanda Bor	10K to 1M	Stable	Emerging
bxc	Molengue	Less than 10K	Endangered	Still
bxd	Pela	Less than 10K	Endangered	Still
bxe	Ongota	None	Endangered	Still
bxf	Minigir	Less than 10K	Stable	Still
bxg	Bangala	1M to 1B	Institutional	Emerging
bxh	Buhutu	Less than 10K	Stable	Emerging
bxi	Pirlatapa	None	Extinct	Still
bxj	Bayungu	None	Endangered	Still
bxk	Bukusu	1M to 1B	Institutional	Ascending
bxl	Jalkunan	Less than 10K	Endangered	Emerging
bxm	Buriat, Mongolia	10K to 1M	Stable	Emerging
bxn	Burduna	None	Extinct	Still
bxo	Barikanchi	None	Endangered	Emerging
bxp	Bebil	Less than 10K	Stable	Emerging
bxq	Beele	None	Endangered	Still
bxr	Russia Buriat	10K to 1M	Endangered	Ascending
bxs	Busam	Less than 10K	Endangered	Emerging
bxu	Buriat, China	10K to 1M	Endangered	Still
bxv	Berakou	None	Extinct	Emerging
bxw	Bankagooma	Less than 10K	Stable	Still
bxz	Binahari	Less than 10K	Stable	Still
bya	Batak	Less than 10K	Endangered	Ascending
byb	Bikya	None	Extinct	Emerging
byc	Ubaghara	10K to 1M	Stable	Still
byd	Benyadu’	10K to 1M	Stable	Emerging
bye	Pouye	Less than 10K	Stable	Emerging
byf	Bete	None	Endangered	Emerging
byg	Baygo	None	Endangered	Still
byh	Bhujel	10K to 1M	Endangered	Emerging
byi	Buyu	10K to 1M	Stable	Emerging
byj	Bina	Less than 10K	Stable	Still
byk	Biao	10K to 1M	Stable	Still
byl	Bayono	Less than 10K	Stable	Still
bym	Bidjara	None	Extinct	Still
byn	Bilen	10K to 1M	Institutional	Ascending
byo	Biyo	10K to 1M	Stable	Still
