From https://documentation.abes.fr/guide/html/formats/CodesLanguesISO639-3.htm		
Code	Nom en français	Display Name French
nrm	narom	Narom
nrn	norn	Norn
nrp	north picene	North Picene
nrr	norra	Norra
nrt	northern kalapuya	Northern Kalapuya
nru	narua	Narua
nrx	ngurmbur	Ngurmbur
nrz	lala	Lala
nsa	sangtam naga	Sangtam Naga
nsb	lower nossob	Lower Nossob
nsc	nshi	Nshi
nsd	southern nisu	Southern Nisu
nse	nsenga	Nsenga
nsf	northwestern nisu	Northwestern Nisu
nsg	ngasa	Ngasa
nsh	ngoshie	Ngoshie
nsi	nigerian sign language	Nigerian Sign Language
nsk	naskapi	Naskapi
nsl	norwegian sign language	Norwegian Sign Language
nsm	sumi naga	Sumi Naga
nsn	nehan	Nehan
nso	pedi ; sepedi ; sotho du Nord	Pedi ; Sepedi ; Sotho Du Nord
nsp	nepalese sign language	Nepalese Sign Language
nsq	northern sierra miwok	Northern Sierra Miwok
nsr	maritime sign language	Maritime Sign Language
nss	nali	Nali
nst	tase naga	Tase Naga
nsu	sierra negra nahuatl	Sierra Negra Nahuatl
nsv	southwestern nisu	Southwestern Nisu
nsw	navut	Navut
nsx	nsongo	Nsongo
nsy	nasal	Nasal
nsz	nisenan	Nisenan
ntd	northern tidung	Northern Tidung
nte	nathembo	Nathembo
ntg	ngantangarra	Ngantangarra
nti	natioro	Natioro
ntj	ngaanyatjarra	Ngaanyatjarra
ntk	ikoma-nata-isenye	Ikoma-Nata-Isenye
ntm	nateni	Nateni
nto	ntomba	Ntomba
ntp	northern tepehuan	Northern Tepehuan
ntr	delo	Delo
ntu	natügu	Natügu
ntw	nottoway	Nottoway
ntx	tangkhul naga (myanmar)	Tangkhul Naga (Myanmar)
nty	mantsi	Mantsi
ntz	natanzi	Natanzi
nua	yuaga	Yuaga
nub	nubiennes, langues	Nubiennes, Langues
nuc	nukuini	Nukuini
nud	ngala	Ngala
nue	ngundu	Ngundu
nuf	nusu	Nusu
nug	nungali	Nungali
nuh	ndunda	Ndunda
nui	ngumbi	Ngumbi
nuj	nyole	Nyole
nuk	nuu-chah-nulth	Nuu-Chah-Nulth
nul	nusa laut	Nusa Laut
num	niuafo'ou	Niuafo'Ou
nun	anong	Anong
nuo	nguôn	Nguôn
nup	nupe-nupe-tako	Nupe-Nupe-Tako
nuq	nukumanu	Nukumanu
nur	nukuria	Nukuria
nus	nuer	Nuer
nut	nung (viet nam)	Nung (Viet Nam)
nuu	ngbundu	Ngbundu
nuv	northern nuni	Northern Nuni
nuw	nguluwan	Nguluwan
nux	mehek	Mehek
nuy	nunggubuyu	Nunggubuyu
nuz	tlamacazapa nahuatl	Tlamacazapa Nahuatl
nvh	nasarian	Nasarian
nvm	namiae	Namiae
nvo	nyokon	Nyokon
nwa	nawathinehena	Nawathinehena
nwb	nyabwa	Nyabwa
nwc	newari classique	Newari Classique
nwe	ngwe	Ngwe
nwg	ngayawung	Ngayawung
nwi	southwest tanna	Southwest Tanna
nwm	nyamusa-molo	Nyamusa-Molo
nwo	nauo	Nauo
nwr	nawaru	Nawaru
nww	ndwewe	Ndwewe
nwx	middle newar	Middle Newar
nwy	nottoway-meherrin	Nottoway-Meherrin
nxa	nauete	Nauete
nxd	ngando (democratic republic of congo)	Ngando (Democratic Republic Of Congo)
nxe	nage	Nage
nxg	ngad'a	Ngad'A
nxi	nindi	Nindi
nxk	koki naga	Koki Naga
nxl	south nuaulu	South Nuaulu
nxm	numidian	Numidian
nxn	ngawun	Ngawun
nxo	ndambomo	Ndambomo
nxq	naxi	Naxi
nxr	ninggerum	Ninggerum
nxx	nafri	Nafri
nya	chichewa ; chewa; nyanja	Chichewa ; Chewa; Nyanja
nyb	nyangbo	Nyangbo
nyc	nyanga-li	Nyanga-Li
nyd	nyore	Nyore
nye	nyengo	Nyengo
nyf	giryama	Giryama
nyg	nyindu	Nyindu
nyh	nyikina	Nyikina
nyi	ama (sudan)	Ama (Sudan)
nyj	nyanga	Nyanga
nyk	nyaneka	Nyaneka
nyl	nyeu	Nyeu
nym	nyamwezi	Nyamwezi
nyn	nyankolé	Nyankolé
nyo	nyoro	Nyoro
nyp	nyang'i	Nyang'I
nyq	nayini	Nayini
nyr	nyiha (malawi)	Nyiha (Malawi)
nys	nyungar	Nyungar
nyt	nyawaygi	Nyawaygi
nyu	nyungwe	Nyungwe
nyv	nyulnyul	Nyulnyul
nyw	nyaw	Nyaw
nyx	nganyaywana	Nganyaywana
nyy	nyakyusa-ngonde	Nyakyusa-Ngonde
nza	tigon mbembe	Tigon Mbembe
nzb	njebi	Njebi
nzd	nzadi	Nzadi
nzi	nzema	Nzema
nzk	nzakara	Nzakara
nzm	zeme naga	Zeme Naga
nzs	new zealand sign language	New Zealand Sign Language
nzu	teke-nzikou	Teke-Nzikou
nzy	nzakambay	Nzakambay
nzz	nanga dama dogon	Nanga Dama Dogon
oaa	orok	Orok
oac	oroch	Oroch
oar	old aramaic (up to 700 bce)	Old Aramaic (Up To 700 Bce)
oav	old avar	Old Avar
obi	obispeńo	Obispeńo
obk	southern bontok	Southern Bontok
obl	oblo	Oblo
obm	moabite	Moabite
obo	obo manobo	Obo Manobo
obr	old burmese	Old Burmese
obt	old breton	Old Breton
obu	obulom	Obulom
oca	ocaina	Ocaina
och	old chinese	Old Chinese
oci	occitan (après 1500)	Occitan (Après 1500)
ocm	old cham	Old Cham
oco	old cornish	Old Cornish
ocu	atzingo matlatzinca	Atzingo Matlatzinca
oda	odut	Odut
odk	od	Od
odt	old dutch	Old Dutch
odu	odual	Odual
ofo	ofo	Ofo
ofs	old frisian	Old Frisian
ofu	efutop	Efutop
ogb	ogbia	Ogbia
ogc	ogbah	Ogbah
oge	old georgian	Old Georgian
ogg	ogbogolo	Ogbogolo
ogo	khana	Khana
ogu	ogbronuagum	Ogbronuagum
oht	old hittite	Old Hittite
ohu	old hungarian	Old Hungarian
oia	oirata	Oirata
oie	okolie	Okolie
oin	inebu one	Inebu One
ojb	northwestern ojibwa	Northwestern Ojibwa
ojc	central ojibwa	Central Ojibwa
ojg	eastern ojibwa	Eastern Ojibwa
oji	ojibwa	Ojibwa
ojp	old japanese	Old Japanese
ojs	severn ojibwa	Severn Ojibwa
ojv	ontong java	Ontong Java
ojw	western ojibwa	Western Ojibwa
oka	okanagan	Okanagan
okb	okobo	Okobo
okc	kobo	Kobo
okd	okodia	Okodia
oke	okpe (southwestern edo)	Okpe (Southwestern Edo)
okg	koko babangk	Koko Babangk
okh	koresh-e rostam	Koresh-E Rostam
oki	okiek	Okiek
okj	oko-juwoi	Oko-Juwoi
okk	kwamtim one	Kwamtim One
okl	old kentish sign language	Old Kentish Sign Language
okm	middle korean (10th-16th cent.)	Middle Korean (10Th-16Th Cent.)
okn	oki-no-erabu	Oki-No-Erabu
oko	old korean (3rd-9th cent.)	Old Korean (3Rd-9Th Cent.)
okr	kirike	Kirike
oks	oko-eni-osayen	Oko-Eni-Osayen
oku	oku	Oku
okv	orokaiva	Orokaiva
okx	okpe (northwestern edo)	Okpe (Northwestern Edo)
okz	old khmer	Old Khmer
ola	walungge	Walungge
old	mochi	Mochi
ole	olekha	Olekha
olk	olkol	Olkol
olm	oloma	Oloma
olo	livvi	Livvi
olr	olrat	Olrat
olt	old lithuanian	Old Lithuanian
olu	kuvale	Kuvale
oma	omaha-ponca	Omaha-Ponca
omb	east ambae	East Ambae
omc	mochica	Mochica
omg	omagua	Omagua
omi	omi	Omi
omk	omok	Omok
oml	ombo	Ombo
omn	minoan	Minoan
omo	utarmbung	Utarmbung
omp	old manipuri	Old Manipuri
omr	old marathi	Old Marathi
omt	omotik	Omotik
omu	omurano	Omurano
omw	south tairora	South Tairora
omx	old mon	Old Mon
omy	old malay	Old Malay
ona	ona	Ona
onb	lingao	Lingao
one	oneida	Oneida
ong	olo	Olo
oni	onin	Onin
onj	onjob	Onjob
onk	kabore one	Kabore One
onn	onobasulu	Onobasulu
ono	onondaga	Onondaga
onp	sartang	Sartang
onr	northern one	Northern One
ons	ono	Ono
ont	ontenu	Ontenu
onu	unua	Unua
onw	old nubian	Old Nubian
onx	onin based pidgin	Onin Based Pidgin
ood	tohono o'odham	Tohono O'Odham
oog	ong	Ong
oon	önge	Önge
oor	oorlams	Oorlams
oos	old ossetic	Old Ossetic
opa	okpamheri	Okpamheri
opk	kopkaka	Kopkaka
opm	oksapmin	Oksapmin
opo	opao	Opao
opt	opata	Opata
opy	ofayé	Ofayé
ora	oroha	Oroha
orc	orma	Orma
ore	orejón	Orejón
org	oring	Oring
orh	oroqen	Oroqen
ori	oriya	Oriya
orm	galla	Galla
orn	orang kanaq	Orang Kanaq
oro	orokolo	Orokolo
orr	oruma	Oruma
ors	orang seletar	Orang Seletar
ort	adivasi oriya	Adivasi Oriya
oru	ormuri	Ormuri
orv	old russian	Old Russian
orw	oro win	Oro Win
orx	oro	Oro
ory	odia	Odia
orz	ormu	Ormu
osa	osage	Osage
osc	oscan	Oscan
osi	osing	Osing
osn	old sundanese	Old Sundanese
oso	ososo	Ososo
osp	old spanish	Old Spanish
oss	osséte	Osséte
ost	osatu	Osatu
osu	southern one	Southern One
osx	old saxon	Old Saxon
ota	turc ottoman (1500-1928)	Turc Ottoman (1500-1928)
otb	old tibetan	Old Tibetan
otd	ot danum	Ot Danum
ote	mezquital otomi	Mezquital Otomi
oti	oti	Oti
otk	old turkish	Old Turkish
otl	tilapa otomi	Tilapa Otomi
otm	eastern highland otomi	Eastern Highland Otomi
otn	tenango otomi	Tenango Otomi
oto	otomi, langues	Otomi, Langues
otq	querétaro otomi	Querétaro Otomi
otr	otoro	Otoro
ots	estado de méxico otomi	Estado De México Otomi
ott	temoaya otomi	Temoaya Otomi
otu	otuke	Otuke
otw	ottawa	Ottawa
otx	texcatepec otomi	Texcatepec Otomi
oty	old tamil	Old Tamil
otz	ixtenco otomi	Ixtenco Otomi
oua	tagargrent	Tagargrent
oub	glio-oubi	Glio-Oubi
oue	oune	Oune
oui	old uighur	Old Uighur
oum	ouma	Ouma
ovd	elfdalian	Elfdalian
owi	owiniga	Owiniga
owl	old welsh	Old Welsh
oyb	oy	Oy
oyd	oyda	Oyda
oym	wayampi	Wayampi
oyy	oya'oya	Oya'Oya
ozm	koonzime	Koonzime
paa	papoues (autres langues)	Papoues (Autres Langues)
pab	parecís	Parecís
pac	pacoh	Pacoh
pad	paumarí	Paumarí
pae	pagibete	Pagibete
paf	paranawát	Paranawát
pag	pangasinan	Pangasinan
pah	tenharim	Tenharim
pai	pe	Pe
pak	parakană	Parakană
pal	pahlavi	Pahlavi
pam	pampangan	Pampangan
pan	pendjabi	Pendjabi
pao	northern paiute	Northern Paiute
pap	papiamento	Papiamento
paq	parya	Parya
par	panamint	Panamint
pas	papasena	Papasena
pau	palau	Palau
pav	pakaásnovos	Pakaásnovos
paw	pawnee	Pawnee
pax	pankararé	Pankararé
pay	pech	Pech
paz	pankararú	Pankararú
pbb	páez	Páez
pbc	patamona	Patamona
pbe	mezontla popoloca	Mezontla Popoloca
pbf	coyotepec popoloca	Coyotepec Popoloca
pbg	paraujano	Paraujano
pbh	e'ńapa woromaipu	E'Ńapa Woromaipu
pbi	parkwa	Parkwa
pbl	mak (nigeria)	Mak (Nigeria)
pbm	puebla mazatec	Puebla Mazatec
pbn	kpasam	Kpasam
pbo	papel	Papel
pbp	badyara	Badyara
pbr	pangwa	Pangwa
pbs	central pame	Central Pame
pbt	southern pashto	Southern Pashto
pbu	northern pashto	Northern Pashto
pbv	pnar	Pnar
pby	pyu (papua new guinea)	Pyu (Papua New Guinea)
pca	santa inés ahuatempan popoloca	Santa Inés Ahuatempan Popoloca
pcb	pear	Pear
pcc	bouyei	Bouyei
pcd	picard	Picard
pce	ruching palaung	Ruching Palaung
pcf	paliyan	Paliyan
pcg	paniya	Paniya
pch	pardhan	Pardhan
pci	duruwa	Duruwa
pcj	parenga	Parenga
pck	paite chin	Paite Chin
pcl	pardhi	Pardhi
pcm	nigerian pidgin	Nigerian Pidgin
pcn	piti	Piti
pcp	pacahuara	Pacahuara
pcw	pyapun	Pyapun
pda	anam	Anam
pdc	pennsylvania german	Pennsylvania German
pdi	pa di	Pa Di
pdn	podena	Podena
pdo	padoe	Padoe
pdt	plautdietsch	Plautdietsch
pdu	kayan	Kayan
pea	peranakan indonesian	Peranakan Indonesian
peb	eastern pomo	Eastern Pomo
ped	mala (papua new guinea)	Mala (Papua New Guinea)
pee	taje	Taje
pef	northeastern pomo	Northeastern Pomo
peg	pengo	Pengo
peh	bonan	Bonan
pei	chichimeca-jonaz	Chichimeca-Jonaz
pej	northern pomo	Northern Pomo
pek	penchal	Penchal
pel	pekal	Pekal
pem	phende	Phende
peo	perse, vieux (ca. 600-400 av J.-C.)	Perse, Vieux (Ca. 600-400 Av J.-C.)
pep	kunja	Kunja
peq	southern pomo	Southern Pomo
pes	iranian persian	Iranian Persian
pev	pémono	Pémono
pex	petats	Petats
pey	petjo	Petjo
pez	eastern penan	Eastern Penan
pfa	pááfang	Pááfang
pfe	pere	Pere
pfl	pfaelzisch	Pfaelzisch
pga	sudanese creole arabic	Sudanese Creole Arabic
pgd	gandhari	Gandhari
pgg	pangwali	Pangwali
pgi	pagi	Pagi
pgk	rerep	Rerep
pgl	primitive irish	Primitive Irish
pgn	paelignian	Paelignian
pgs	pangseng	Pangseng
pgu	pagu	Pagu
pgz	papua new guinean sign language	Papua New Guinean Sign Language
pha	pa-hng	Pa-Hng
phd	phudagi	Phudagi
phg	phuong	Phuong
phh	phukha	Phukha
phi	philippines, langues)	Philippines, Langues)
phj	pahari	Pahari
phk	phake	Phake
phl	phalura	Phalura
phm	phimbi	Phimbi
phn	phénicien	Phénicien
pho	phunoi	Phunoi
phq	phana'	Phana'
phr	pahari-potwari	Pahari-Potwari
pht	phu thai	Phu Thai
phu	phuan	Phuan
phv	pahlavani	Pahlavani
phw	phangduwali	Phangduwali
pia	pima bajo	Pima Bajo
pib	yine	Yine
pic	pinji	Pinji
pid	piaroa	Piaroa
pie	piro	Piro
pif	pingelapese	Pingelapese
pig	pisabo	Pisabo
pih	pitcairn-norfolk	Pitcairn-Norfolk
pij	pijao	Pijao
pil	yom	Yom
pim	powhatan	Powhatan
pin	piame	Piame
pio	piapoco	Piapoco
pip	pero	Pero
pir	piratapuyo	Piratapuyo
pis	pijin	Pijin
pit	pitta pitta	Pitta Pitta
piu	pintupi-luritja	Pintupi-Luritja
piv	pileni	Pileni
piw	pimbwe	Pimbwe
pix	piu	Piu
piy	piya-kwonci	Piya-Kwonci
piz	pije	Pije
pjt	pitjantjatjara	Pitjantjatjara
pka	ardhamagadhi prakrit	Ardhamagadhi Prakrit
pkb	pokomo	Pokomo
pkc	paekche	Paekche
pkg	pak-tong	Pak-Tong
pkh	pankhu	Pankhu
pkn	pakanha	Pakanha
pko	pökoot	Pökoot
pkp	pukapuka	Pukapuka
pkr	attapady kurumba	Attapady Kurumba
pks	pakistan sign language	Pakistan Sign Language
pkt	maleng	Maleng
pku	paku	Paku
pla	miani	Miani
plb	polonombauk	Polonombauk
plc	central palawano	Central Palawano
pld	polari	Polari
ple	palu'e	Palu'E
plg	pilagá	Pilagá
plh	paulohi	Paulohi
pli	pali	Pali
plj	polci	Polci
plk	kohistani shina	Kohistani Shina
pll	shwe palaung	Shwe Palaung
pln	palenquero	Palenquero
plo	oluta popoluca	Oluta Popoluca
plq	palaic	Palaic
plr	palaka senoufo	Palaka Senoufo
pls	san marcos tlacoyalco popoloca	San Marcos Tlacoyalco Popoloca
plt	plateau malagasy	Plateau Malagasy
plu	palikúr	Palikúr
plv	southwest palawano	Southwest Palawano
plw	brooke's point palawano	Brooke'S Point Palawano
ply	bolyu	Bolyu
plz	paluan	Paluan
pma	paama	Paama
pmb	pambia	Pambia
pmd	pallanganmiddang	Pallanganmiddang
pme	pwaamei	Pwaamei
pmf	pamona	Pamona
pmh	maharastri prakrit	Maharastri Prakrit
pmi	northern pumi	Northern Pumi
pmj	southern pumi	Southern Pumi
pmk	pamlico	Pamlico
pml	lingua franca	Lingua Franca
pmm	pomo	Pomo
pmn	pam	Pam
pmo	pom	Pom
pmq	northern pame	Northern Pame
pmr	paynamar	Paynamar
pms	piemontese	Piemontese
pmt	paumotu	Paumotu
pmw	plains miwok	Plains Miwok
pmx	poumei naga	Poumei Naga
pmy	papuan malay	Papuan Malay
pmz	southern pame	Southern Pame
pna	punan bah-biau	Punan Bah-Biau
pnb	western panjabi	Western Panjabi
pnc	pannei	Pannei
pnd	mpinda	Mpinda
pne	western penan	Western Penan
png	pangu	Pangu
pnh	penrhyn	Penrhyn
pni	aoheng	Aoheng
pnj	pinjarup	Pinjarup
pnk	paunaka	Paunaka
pnl	paleni	Paleni
pnm	punan batu 1	Punan Batu 1
pnn	pinai-hagahai	Pinai-Hagahai
pno	panobo	Panobo
pnp	pancana	Pancana
pnq	pana (burkina faso)	Pana (Burkina Faso)
pnr	panim	Panim
pns	ponosakan	Ponosakan
pnt	pontic	Pontic
pnu	jiongnai bunu	Jiongnai Bunu
pnv	pinigura	Pinigura
pnw	banyjima	Banyjima
pnx	phong-kniang	Phong-Kniang
pny	pinyin	Pinyin
pnz	pana (central african republic)	Pana (Central African Republic)
poc	poqomam	Poqomam
poe	san juan atzingo popoloca	San Juan Atzingo Popoloca
pof	poke	Poke
pog	potiguára	Potiguára
poh	poqomchi'	Poqomchi'
poi	highland popoluca	Highland Popoluca
pok	pokangá	Pokangá
pol	polonais	Polonais
pom	southeastern pomo	Southeastern Pomo
pon	pohnpei	Pohnpei
poo	central pomo	Central Pomo
pop	pwapwà	Pwapwà
poq	texistepec popoluca	Texistepec Popoluca
por	portugais	Portugais
pos	sayula popoluca	Sayula Popoluca
pot	potawatomi	Potawatomi
pov	upper guinea crioulo	Upper Guinea Crioulo
pow	san felipe otlaltepec popoloca	San Felipe Otlaltepec Popoloca
pox	polabian	Polabian
poy	pogolo	Pogolo
ppe	papi	Papi
ppi	paipai	Paipai
ppk	uma	Uma
ppl	pipil	Pipil
ppm	papuma	Papuma
ppn	papapana	Papapana
ppo	folopa	Folopa
ppp	pelende	Pelende
ppq	pei	Pei
pps	san luís temalacayuca popoloca	San Luís Temalacayuca Popoloca
ppt	pare	Pare
ppu	papora	Papora
pqa	pa'a	Pa'A
pqm	malecite-passamaquoddy	Malecite-Passamaquoddy
pra	pràkrit, langues	Pràkrit, Langues
prc	parachi	Parachi
prd	parsi-dari	Parsi-Dari
pre	principense	Principense
prf	paranan	Paranan
prg	prussian	Prussian
prh	porohanon	Porohanon
pri	paicî	Paicî
prk	parauk	Parauk
prl	peruvian sign language	Peruvian Sign Language
prm	kibiri	Kibiri
prn	prasuni	Prasuni
pro	provençal ancien (jusqu'à 1500) ; occitan ancien (jusqu'à 1500)	Provençal Ancien (Jusqu'À 1500) ; Occitan Ancien (Jusqu'À 1500)
oci	provençal	Provençal
prp	parsi	Parsi
prq	ashéninka perené	Ashéninka Perené
prr	puri	Puri
prs	dari	Dari
prt	phai	Phai
pru	puragi	Puragi
prw	parawen	Parawen
prx	purik	Purik
prz	providencia sign language	Providencia Sign Language
psa	asue awyu	Asue Awyu
psc	iranian sign language	Iranian Sign Language
psd	plains indian sign language	Plains Indian Sign Language
pse	central malay	Central Malay
psg	penang sign language	Penang Sign Language
psh	southwest pashai	Southwest Pashai
psi	southeast pashai	Southeast Pashai
psl	puerto rican sign language	Puerto Rican Sign Language
psm	pauserna	Pauserna
psn	panasuan	Panasuan
pso	polish sign language	Polish Sign Language
psp	philippine sign language	Philippine Sign Language
psq	pasi	Pasi
psr	portuguese sign language	Portuguese Sign Language
pss	kaulong	Kaulong
pst	central pashto	Central Pashto
psu	sauraseni prakrit	Sauraseni Prakrit
psw	port sandwich	Port Sandwich
psy	piscataway	Piscataway
pta	pai tavytera	Pai Tavytera
pth	pataxó hă-ha-hăe	Pataxó Hă-Ha-Hăe
pti	pindiini	Pindiini
ptn	patani	Patani
pto	zo'é	Zo'É
ptp	patep	Patep
ptq	pattapu	Pattapu
ptr	piamatsina	Piamatsina
ptt	enrekang	Enrekang
ptu	bambam	Bambam
ptv	port vato	Port Vato
ptw	pentlatch	Pentlatch
pty	pathiya	Pathiya
pua	western highland purepecha	Western Highland Purepecha
pub	purum	Purum
puc	punan merap	Punan Merap
pud	punan aput	Punan Aput
pue	puelche	Puelche
puf	punan merah	Punan Merah
pug	phuie	Phuie
pui	puinave	Puinave
puj	punan tubu	Punan Tubu
pum	puma	Puma
puo	puoc	Puoc
pup	pulabu	Pulabu
puq	puquina	Puquina
pur	puruborá	Puruborá
pus	pachto	Pachto
put	putoh	Putoh
puu	punu	Punu
puw	puluwatese	Puluwatese
pux	puare	Puare
puy	purisimeńo	Purisimeńo
pwa	pawaia	Pawaia
pwb	panawa	Panawa
pwg	gapapaiwa	Gapapaiwa
pwi	patwin	Patwin
pwm	molbog	Molbog
pwn	paiwan	Paiwan
pwo	pwo western karen	Pwo Western Karen
pwr	powari	Powari
pww	pwo northern karen	Pwo Northern Karen
pxm	quetzaltepec mixe	Quetzaltepec Mixe
pye	pye krumen	Pye Krumen
pym	fyam	Fyam
pyn	poyanáwa	Poyanáwa
pys	paraguayan sign language	Paraguayan Sign Language
pyu	puyuma	Puyuma
pyx	pyu (myanmar)	Pyu (Myanmar)
pyy	pyen	Pyen
pzh	pazeh	Pazeh
pzn	jejara naga	Jejara Naga
qua	quapaw	Quapaw
qub	huallaga huánuco quechua	Huallaga Huánuco Quechua
quc	k'iche'	K'Iche'
qud	calderón highland quichua	Calderón Highland Quichua
que	quechua	Quechua
quf	lambayeque quechua	Lambayeque Quechua
qug	chimborazo highland quichua	Chimborazo Highland Quichua
quh	south bolivian quechua	South Bolivian Quechua
qui	quileute	Quileute
quk	chachapoyas quechua	Chachapoyas Quechua
qul	north bolivian quechua	North Bolivian Quechua
qum	sipacapense	Sipacapense
qun	quinault	Quinault
qup	southern pastaza quechua	Southern Pastaza Quechua
quq	quinqui	Quinqui
qur	yanahuanca pasco quechua	Yanahuanca Pasco Quechua
qus	santiago del estero quichua	Santiago Del Estero Quichua
quv	sacapulteco	Sacapulteco
quw	tena lowland quichua	Tena Lowland Quichua
qux	yauyos quechua	Yauyos Quechua
quy	ayacucho quechua	Ayacucho Quechua
quz	cusco quechua	Cusco Quechua
qva	ambo-pasco quechua	Ambo-Pasco Quechua
qvc	cajamarca quechua	Cajamarca Quechua
qve	eastern apurímac quechua	Eastern Apurímac Quechua
qvh	huamalíes-dos de mayo huánuco quechua	Huamalíes-Dos De Mayo Huánuco Quechua
qvi	imbabura highland quichua	Imbabura Highland Quichua
qvj	loja highland quichua	Loja Highland Quichua
qvl	cajatambo north lima quechua	Cajatambo North Lima Quechua
qvm	margos-yarowilca-lauricocha quechua	Margos-Yarowilca-Lauricocha Quechua
qvn	north junín quechua	North Junín Quechua
qvo	napo lowland quechua	Napo Lowland Quechua
qvp	pacaraos quechua	Pacaraos Quechua
qvs	san martín quechua	San Martín Quechua
qvw	huaylla wanca quechua	Huaylla Wanca Quechua
qvy	queyu	Queyu
qvz	northern pastaza quichua	Northern Pastaza Quichua
qwa	corongo ancash quechua	Corongo Ancash Quechua
qwc	classical quechua	Classical Quechua
qwh	huaylas ancash quechua	Huaylas Ancash Quechua
qwm	kuman (russia)	Kuman (Russia)
qws	sihuas ancash quechua	Sihuas Ancash Quechua
qwt	kwalhioqua-tlatskanai	Kwalhioqua-Tlatskanai
qxa	chiquián ancash quechua	Chiquián Ancash Quechua
qxc	chincha quechua	Chincha Quechua
qxh	panao huánuco quechua	Panao Huánuco Quechua
qxl	salasaca highland quichua	Salasaca Highland Quichua
qxn	northern conchucos ancash quechua	Northern Conchucos Ancash Quechua
qxo	southern conchucos ancash quechua	Southern Conchucos Ancash Quechua
qxp	puno quechua	Puno Quechua
qxq	qashqa'i	Qashqa'I
qxr	cańar highland quichua	Cańar Highland Quichua
qxs	southern qiang	Southern Qiang
qxt	santa ana de tusi pasco quechua	Santa Ana De Tusi Pasco Quechua
qxu	arequipa-la unión quechua	Arequipa-La Unión Quechua
qxw	jauja wanca quechua	Jauja Wanca Quechua
qya	quenya	Quenya
qyp	quiripi	Quiripi
raa	dungmali	Dungmali
rab	camling	Camling
rac	rasawa	Rasawa
rad	rade	Rade
raf	western meohang	Western Meohang
rag	logooli	Logooli
rah	rabha	Rabha
rai	ramoaaina	Ramoaaina
raj	rajasthani	Rajasthani
rak	tulu-bohuai	Tulu-Bohuai
ral	ralte	Ralte
ram	canela	Canela
ran	riantana	Riantana
rao	rao	Rao
rap	rapanui	Rapanui
raq	saam	Saam
rar	rarotonga ; maori des îles Cook	Rarotonga ; Maori Des Îles Cook
ras	tegali	Tegali
rat	razajerdi	Razajerdi
rau	raute	Raute
rav	sampang	Sampang
raw	rawang	Rawang
rax	rang	Rang
ray	rapa	Rapa
raz	rahambuu	Rahambuu
rbb	rumai palaung	Rumai Palaung
rbk	northern bontok	Northern Bontok
rbl	miraya bikol	Miraya Bikol
rbp	barababaraba	Barababaraba
rcf	créole réunionnais	Créole Réunionnais
rdb	rudbari	Rudbari
rea	rerau	Rerau
reb	rembong	Rembong
ree	rejang kayan	Rejang Kayan
reg	kara (tanzania)	Kara (Tanzania)
rei	reli	Reli
rej	rejang	Rejang
rel	rendille	Rendille
rem	remo	Remo
ren	rengao	Rengao
rer	rer bare	Rer Bare
res	reshe	Reshe
ret	retta	Retta
rey	reyesano	Reyesano
rga	roria	Roria
rge	romano-greek	Romano-Greek
rgk	rangkas	Rangkas
rgn	romagnol	Romagnol
rgr	resígaro	Resígaro
rgs	southern roglai	Southern Roglai
rgu	ringgou	Ringgou
rhg	rohingya	Rohingya
rhp	yahang	Yahang
ria	riang (india)	Riang (India)
rib	bribri sign language	Bribri Sign Language
rif	tarifit	Tarifit
ril	riang lang	Riang Lang
rim	nyaturu	Nyaturu
rin	nungu	Nungu
rir	ribun	Ribun
rit	ritharrngu	Ritharrngu
riu	riung	Riung
rjg	rajong	Rajong
rji	raji	Raji
rjs	rajbanshi	Rajbanshi
rka	kraol	Kraol
rkb	rikbaktsa	Rikbaktsa
rkh	rakahanga-manihiki	Rakahanga-Manihiki
rki	rakhine	Rakhine
rkm	marka	Marka
rkt	rangpuri	Rangpuri
rkw	arakwal	Arakwal
rma	rama	Rama
rmb	rembarrnga	Rembarrnga
rmc	carpathian romani	Carpathian Romani
rmd	traveller danish	Traveller Danish
rme	angloromani	Angloromani
rmf	kalo finnish romani	Kalo Finnish Romani
rmg	traveller norwegian	Traveller Norwegian
rmh	murkim	Murkim
rmi	lomavren	Lomavren
rmk	romkun	Romkun
rml	baltic romani	Baltic Romani
rmm	roma	Roma
rmn	balkan romani	Balkan Romani
rmo	sinte romani	Sinte Romani
rmp	rempi	Rempi
rmq	caló	Caló
rms	romanian sign language	Romanian Sign Language
rmt	domari	Domari
rmu	tavringer romani	Tavringer Romani
rmv	romanova	Romanova
rmw	welsh romani	Welsh Romani
rmx	romam	Romam
rmy	vlax romani	Vlax Romani
rmz	marma	Marma
rnb	brunca sign language	Brunca Sign Language
rnd	ruund	Ruund
rng	ronga	Ronga
rnl	ranglong	Ranglong
rnn	roon	Roon
rnp	rongpo	Rongpo
rnr	nari nari	Nari Nari
rnw	rungwa	Rungwa
roa	romanes, langues	Romanes, Langues
rob	tae'	Tae'
roc	cacgia roglai	Cacgia Roglai
rod	rogo	Rogo
roe	ronji	Ronji
rof	rombo	Rombo
rog	northern roglai	Northern Roglai
roh	romanche	Romanche
rol	romblomanon	Romblomanon
rom	tsigane	Tsigane
ron	roumain	Roumain
roo	rotokas	Rotokas
rop	kriol	Kriol
ror	rongga	Rongga
rou	runga	Runga
row	dela-oenale	Dela-Oenale
rpn	repanbitip	Repanbitip
